13032434.79,SZ300666,21108867.56,971381493.43,971381493.43,182006746.47,江丰电子,2018-03-31,0,138635560.25,580851310.49,390530182.94,305199242.37,9440000.0,267081225.82,154273287.86,16389707.83,8598197.36,354694.28,506068016.33,390530182.94,14807100.98,21876.0
63593048.27,SZ300666,21559951.44,880613557.31,880613557.31,146645648.72,江丰电子,2017-12-31,0,550025687.03,567950344.87,312663212.44,272711174.32,3.324E7,189677846.07,141160510.12,16389707.83,8672032.95,283507.39,439798369.58,312663212.44,71257171.63,21876.0
38532093.37,SZ300666,21658721.7,824155312.19,824155312.19,131690973.68,江丰电子,2017-09-30,0,389216511.35,542947448.72,281207863.47,269774448.68,2.238E7,156246087.68,122285461.48,9850639.95,8249572.26,182782.75,398108065.54,281207863.47,45328615.44,21876.0
20253334.83,SZ300666,22008360.9,893577979.86,893577979.86,123515166.63,江丰电子,2017-06-30,0,250377670.3,524765072.18,368812907.68,260525712.43,1.401E7,246426993.24,104249018.18,9850639.95,7331654.85,655120.8,503039303.24,368812907.68,27478490.15,21876.0
9415095.01,SZ300666,22325534.43,652245474.25,652245474.25,129100288.71,江丰电子,2017-03-31,0,115555450.57,298890849.71,353354624.54,244248717.91,7160000.0,230985411.64,93254677.04,9850639.95,7428176.99,319058.48,293574663.08,353354624.54,12086381.94,21876.0
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
172841994.35,SZ002407,287744801.8,7720312805.7,7720312805.7,1022270302.41,多氟多,2018-06-30,11.41,1695671098.82,3369765426.03,4350547379.67,1630950973.47,7.098E7,3390435927.94,788610389.64,125001625.81,27045031.32,4842767.35,3655531172.88,4350547379.67,196873122.89,64643.04
101043080.73,SZ002407,219533762.75,7344481608.03,7344481608.03,1008568431.07,多氟多,2018-03-31,0,852861547.8,3312896385.37,4031585222.66,1630570402.94,3.312E7,3200134759.45,863150423.82,125001625.81,30609223.28,5041077.95,3572526997.65,4031585222.66,117386550.11,64643.04
300895527.33,SZ002407,219043889.26,7036044048.61,7036044048.61,929965736.58,多氟多,2017-12-31,0,3735845526.36,3198306679.84,3837737368.77,1674095239.7,1.29E8,2848021706.8,787067481.33,125001625.81,28528247.58,3516339.68,3445317728.57,3837737368.77,352029806.12,64643.04
230541647.42,SZ002407,152409587.95,6633804001.26,6633804001.26,990206853.31,多氟多,2017-09-30,0,2480286463.43,3086830781.79,3546973219.47,1637696755.47,9.065E7,2247256522.71,760926503.94,100579212.84,18910215.84,2597098.67,3386439111.31,3546973219.47,278777366.42,62810.54
162403785.39,SZ002407,143933003.79,6198263259.45,6198263259.45,771735551.23,多氟多,2017-06-30,0,1530635616.73,3017122845.65,3181140413.8,1566029265.13,5.877E7,1896927967.88,704238656.19,100579212.84,21424618.12,1671288.22,3079447243.89,3181140413.8,194713556.8,62770.04
72568853.48,SZ002407,131781893.47,5634030799.09,5634030799.09,628810973.11,多氟多,2017-03-31,0,673410595.54,2950449526.8,2683581272.29,1450444244.8,2.605E7,1365428338.12,717622547.45,100579212.84,24707069.92,146999.99,2927790784.06,2683581272.29,86185826.83,62810.54
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
123003104.43,SZ002108,232405041.63,4517846352.61,4517846352.61,532414302.48,沧州明珠,2018-06-30,4.72,1495707128.25,3119580057.74,1398266294.87,1170880921.86,5.643E7,1303558331.42,1265698806.73,194186029.42,18219697.28,2279452.79,2642196097.23,1398266294.87,157087504.81,141792.42
55022794.85,SZ002108,127645332.02,3844579225.16,3844579225.16,479059467.31,沧州明珠,2018-03-31,0,598049963.5,3269741932.76,574837292.4,1206178542.19,1.598E7,483560747.45,1415948443.37,194186029.42,17778791.31,424478.52,2083070799.68,574837292.4,74680810,141792.42
545058530.08,SZ002108,128496194.48,3828758493.54,3828758493.54,291145184.05,沧州明珠,2017-12-31,0,3524439329.55,3214719137.91,614039355.63,1193692956.68,1.49E8,523481729.18,1360461226.42,194186029.42,18240963.92,186529.13,2084724218.08,614039355.63,702646763.9,109071.09
445004714.91,SZ002108,119018082.28,4131854297.31,4131854297.31,272405515.06,沧州明珠,2017-09-30,0,2638059522.06,3114665322.74,1017188974.57,1222579082.88,1.01E8,843377265.43,1319927385.39,134334054.2,17483123.4,2738988.32,2405998742.13,1017188974.57,570591143.54,109071.09
285205973.74,SZ002108,119703769.61,4148768818.88,4148768818.88,368857493.17,沧州明珠,2017-06-30,0,1634927409.46,2954866581.57,1193902237.31,995077392.32,5.936E7,928955074.73,1159966876.44,134334054.2,17621225.92,3089350.07,2555156331.93,1193902237.31,363680554.43,109071.09
137400534.62,SZ002108,120508456.94,3944173323.99,3944173323.99,397868055.07,沧州明珠,2017-03-31,0,698996159.25,2909716288.2,1034457035.79,850800539.33,2.231E7,760888906.81,1114960804.34,134334054.2,17755425.93,1642042.71,2428685018.37,1034457035.79,176313763.55,109071.09
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
36570362.16,SZ002389,1493665514.66,7425941804.99,7425941804.99,412865592.65,南洋科技,2018-06-30,12.02,937809134.42,6122191831.15,1303749973.84,1690305192.24,2.479E7,1158611361.34,234558603.31,37430757.12,14637568.48,460267.78,2652405530.84,1303749973.84,44980158.41,94716.91
16606095.79,SZ002389,1512237063.52,7423474331.74,7423474331.74,446469701.24,南洋科技,2018-03-31,0,452406404.94,6144049910.32,1279424421.42,1626320079.57,8050000.0,1131192483.37,237204775.96,37430757.12,14343841.4,559972.55,2639981038.59,1279424421.42,20314473.4,94716.91
195878650.37,SZ002389,1535741961.63,7536522697.81,7536522697.81,442775133.7,南洋科技,2017-12-31,0,1446735530.13,6127443814.53,1409078883.28,1662455276.65,1.355E7,1257903619.66,223405455.06,37430757.12,14631303.14,740674.2,2729633033.13,1409078883.28,217303406.4,94716.91
91885991.52,SZ002389,386365895.95,4177748249.62,4177748249.62,180008412.8,南洋科技,2017-09-30,0,1042059967.83,3584503277.89,593244971.73,1069093078.39,3.058E7,547542028.86,553544256.39,44631673.97,14081247.53,555003.22,1474985447.17,593244971.73,108846706.27,70884.69
13241042.1,SZ002389,389662519.8,4162717445.7,4162717445.7,219634798.91,南洋科技,2017-06-30,0,194630884.71,3569993572.62,592723873.08,1063038392.32,1600000.0,545939581.26,543347686.7,44631673.97,14759361.91,485101.73,1443939200.76,592723873.08,14956239.84,70884.69
5798254.24,SZ002389,393003661.25,4025869711.92,4025869711.92,210077215.74,南洋科技,2017-03-31,0,76757714.49,3546618922.15,479250789.77,1040719462.64,673000.0,431141462.52,513476076.77,44631673.97,14133955.06,257901.46,1413499423.25,479250789.77,6521441.84,70884.69
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
10566044.71,SZ300644,23449864.19,1043518805.04,1043518805.04,145240658.45,南京聚隆,2018-06-30,35.78,503158018.52,669531171.02,373987634.02,182813400.79,2.022E7,359070045.83,251273173.62,41452823.74,3341878.33,228937.3,821301989.73,373987634.02,11743992.42,6400.0
5812165.63,SZ300644,23662055,1052029440.75,1052029440.75,157744823.11,南京聚隆,2018-03-31,0,258084403.65,684021159.86,368008280.89,183228493.49,9300000.0,352453192.7,265539756.97,41452823.74,3741738.23,209686.19,834327769.56,368008280.89,6028297.67,6400.0
56152936.72,SZ300644,22948754.36,825477916.56,825477916.56,144843541.42,南京聚隆,2017-12-31,0,1023749573.46,425365534.73,400112381.83,187060260.21,3.762E7,383919793.64,259696688.13,41452823.74,3590159.01,209323.14,605972303.53,400112381.83,65501893.66,0.0
20003255.25,SZ300644,23282800,709936300,709936300,123162700,南京聚隆,2017-06-30,0,460861272.5,389215900,320720400,188538700,1.9E7,304582800,229180600,35572100,3069000,156800,488528500,320720400,23156464.27,0.0
7771577.93,SZ300644,23616919.28,731813249.59,731813249.59,149947489.82,南京聚隆,2016-12-31,0,224795559.32,398012598.01,333800651.58,196191125.81,1.002E7,314876768.97,237944290.57,35572128.15,3488176.34,151059.79,503721081.14,333800651.58,8954320.46,0.0
77229184.77,SZ300644,24285397.38,610149863.73,610149863.73,115238402.43,南京聚隆,2015-12-31,0,903331909.76,282193813.24,327956050.49,170335952.53,4.146E7,307803462.3,168187989.46,26668217.03,2765289.16,214569.52,400468594.07,327956050.49,92215182.89,0.0
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
38106729.95,SH600206,33702579.3,3433685169.21,3433685169.21,601798728.9,有研新材,2018-06-30,7.4,2222285773.84,3061665094.54,372020074.67,329081323.43,2.266E7,227917034.81,580674498.05,64120979.77,7033015.58,,2678401183.82,372020074.67,44632253.35,84707.83
2123770.68,SH600206,34479548.31,3397583320.57,3397583320.57,643420020.69,有研新材,2018-03-31,0,1005005849.67,3024137283.48,373446037.09,293065906.81,1.113E7,235316671.21,546186494.38,64120979.77,7374883.32,,2689854920.03,373446037.09,2895609.08,84707.83
46504305.53,SH600206,34723967.79,3332196308.31,3332196308.31,508612853.63,有研新材,2017-12-31,0,4079620628.94,3018077242.36,314119065.95,299082597.29,4.152E7,177159605.85,543857652.2,64120979.77,6206956.66,,2633432265.07,314119065.95,54231916.14,83877.83
52437054.96,SH600206,34952022.67,3302484189.87,3302484189.87,625885314.31,有研新材,2017-09-30,0,2855536953.55,3022685638.42,279798551.45,302866395.99,2.792E7,151951017.99,548662217.87,64120979.77,6504717.64,,2637552579.95,279798551.45,59167957.05,83877.83
35670948.78,SH600206,35186727.59,3322768402.42,3322768402.42,660079283.75,有研新材,2017-06-30,0,1830963769.65,3009351029.01,313417373.41,307889003.07,1.736E7,185954663.37,533278181.69,64120979.77,3982897.54,,2715498044.71,313417373.41,42918609.9,83877.83
10249949.59,SH600206,35209475.5,3327291296.61,3327291296.61,563436463.14,有研新材,2017-03-31,0,935107198.77,2985602669.88,341688626.73,313034043.5,7600000.0,216791796.64,509893295.43,64120979.77,4277698.55,,2748271214.85,341688626.73,12176608.72,83877.83
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
-42285680.95,SZ002132,201756174.6,6242990249.9,6242990249.9,586258609.03,恒星科技,2018-06-30,2.93,1451933983.21,3136958526.2,3106031723.7,1526188097.17,5.49E7,2767577084,381454658.64,96090635.83,49175329.48,2020479.2,3150779962.35,3106031723.7,-41616176.89,125656.44
3632975.89,SZ002132,202994605.59,6680285389.34,6680285389.34,559564313.9,恒星科技,2018-03-31,0,653286362.69,3284115706.46,3396169682.88,1505643295.07,2.335E7,2967029522.48,424192463.09,96090635.83,45137972.35,2668954.88,3609425709.21,3396169682.88,6826472.47,125656.44
74794307.32,SZ002132,203769500.48,6441380087.56,6441380087.56,515098850.28,恒星科技,2017-12-31,0,3046175236.9,3099097587.78,3342282499.78,1562368084.4,1.1399999999999999E8,2916894012.28,420831582.47,96090635.83,43906837.01,2463350.18,3456383509.99,3342282499.78,94709911.37,125656.44
112099903.46,SZ002132,205091297.41,6291189570.43,6291189570.43,452365089.08,恒星科技,2017-09-30,0,2164558277.07,3118995841.96,3172193728.47,1319834294.55,8.256E7,2682306358.46,465645682.75,94782207.41,56926978.97,2023136.74,3392453378.65,3172193728.47,126635241.19,125677.44
83292849.02,SZ002132,155418427.96,5886982519.04,5886982519.04,375501552.37,恒星科技,2017-06-30,0,1364950123.63,3040253337.42,2846729181.62,1113016392.92,5.358E7,2562438465.49,441077145.84,94782207.41,67424440.7,1383383.66,3111886614.62,2846729181.62,94761628.31,125677.44
33483492.11,SZ002132,136095250.22,4620587096.66,4620587096.66,354867929.79,恒星科技,2017-03-31,0,648365748.36,2891640944.14,1728946152.52,1075912696.81,2.63E7,1442122023.41,459289136.08,94782207.41,35946780.28,3862671.96,2819844674.9,1728946152.52,39423520.79,125677.44
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
35517705.49,SZ002469,42201645.07,1564254128.25,1564254128.25,77701512.19,三维工程,2018-06-30,4.15,241649529.67,1299578226.06,264675902.19,135393413.96,1.265E7,262675902.19,462049019.46,74074551.09,18233291.78,,1340938536.58,264675902.19,44412507.77,50326.28
11214455.36,SZ002469,43694638.74,1597453668.53,1597453668.53,93345851.02,三维工程,2018-03-31,0,113415865.97,1300438118.38,297015550.15,136747183.79,9340000.0,297015550.15,468192706.05,74074551.09,18647077.55,,1374961577.52,297015550.15,13645664.3,50326.28
68401902.45,SZ002469,45339655.61,1674886981.3,1674886981.3,108783411.45,三维工程,2017-12-31,0,754051745.82,1289223663.02,385663318.28,138310415.23,3.531E7,385663318.28,458820153.49,74074551.09,18837812.13,,1447875143.9,385663318.28,80061046.88,50326.28
44013898.27,SZ002469,39336587.45,1621067077.94,1621067077.94,125326158.62,三维工程,2017-09-30,0,524804854.16,1257598345.71,363468732.23,122818802.3,2.225E7,363468732.23,443094544.58,69114808.46,16349176.64,,1416611436.51,363468732.23,51907183.99,50326.28
29798326.85,SZ002469,40639275,1649616657.21,1649616657.21,149433971.07,三维工程,2017-06-30,0,379582814.23,1248464832.52,401151824.69,120441796.29,1.551E7,401151824.69,431416012.58,69114808.46,15499289.03,,1444861852.69,401151824.69,35218088.97,50326.28
10666225.41,SZ002469,42224816.89,1505655785.23,1505655785.23,69113803.57,三维工程,2017-03-31,0,63035227.3,1279659015.98,225996769.25,121548080.2,7000000.0,225996769.25,463169172.76,69114808.46,12759966.74,,1300753830.85,225996769.25,13338242.09,50326.28
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
42873237.79,SH600370,32791717.7,1793358054.17,1793358054.17,246696319.35,三房巷,2018-06-30,2.77,558625288.03,1522006741.69,271351312.48,266411653.41,4860000.0,271351312.48,317863883.26,111231285.6,953702.12,,1493200980.94,271351312.48,56757265.73,79724.42
13841553.25,SH600370,33014044.58,1807427912.12,1807427912.12,209290503.68,三房巷,2018-03-31,0,270517357.84,1508919941.75,298507970.37,275732996.87,1920000.0,298507970.37,311716271.65,111231285.6,1079995.26,,1497600875.41,298507970.37,19045905.58,79724.42
70396660.42,SH600370,33236371.46,1749988457.53,1749988457.53,203215831.2,三房巷,2017-12-31,0,1065883410.14,1495078388.5,254910069.03,284504545.16,9780000.0,254910069.03,302891093.72,111231285.6,1070346.76,,1431177194.15,254910069.03,97797394.34,79724.42
59379440.64,SH600370,33458698.34,1720100944.19,1720100944.19,175349617.78,三房巷,2017-09-30,0,762413195.73,1526061168.72,194039775.47,294975211.32,6400000.0,194039775.47,305288428.04,103243747.18,1025017.27,,1390642017.26,194039775.47,81952027.28,79724.42
42803499.58,SH600370,33681025.22,1734618657,1734618657,186864796.57,三房巷,2017-06-30,0,473389000.6,1509485227.66,225133429.34,305523419.13,4150000.0,225133429.34,295862273.92,103243747.18,1478572.05,,1393935640.6,225133429.34,57371895.8,79724.42
20566668.16,SH600370,33903352.1,1728190119.1,1728190119.1,145140855.69,三房巷,2017-03-31,0,243696907.47,1503193280.84,224996838.26,316077494.6,2290000.0,224996838.26,297966288.6,103243747.18,1839259.67,,1376370012.73,224996838.26,26286453.14,79724.42
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
19198822.94,SZ300706,12882615.96,609632873.97,609632873.97,77667745.99,阿石创,2018-06-30,31.61,112360724.12,422712615.11,186920258.86,156492229.63,3060000.0,163582517.67,102073350.74,9774909.5,1466979.06,,349386280.54,186920258.86,22079336.17,14112.0
13418554.11,SZ300706,12968843.82,570383959.9,570383959.9,68472220.5,阿石创,2018-03-31,0,53524004.88,421247479.21,149136480.69,140906275.6,1560000.0,123174778.3,100605081.75,9774909.5,1405315.37,,372403965.07,149136480.69,15573408.08,14112.0
40932128.33,SZ300706,13055071.68,548131939.1,548131939.1,63258127.73,阿石创,2017-12-31,0,235509228.86,407851211.31,140280727.79,142929034.58,6890000.0,111786449.77,87186527.64,9774909.5,1292531.32,,356030302.15,140280727.79,47454799.74,7840.0
34714181,SZ300706,13201497.23,546183372.46,546183372.46,52217748.07,阿石创,2017-09-30,0,174065735.81,401622807.01,144560565.45,123515682.51,4690000.0,113525769.36,85140558.93,5602930.88,1316197.44,,380318741.63,144560565.45,40179236.94,7840.0
21871073.52,SZ300706,13378021.58,345826492.5,345826492.5,50979396.02,阿石创,2017-06-30,0,111342732.39,224614249.72,121212242.78,122204067.17,2920000.0,87438469.5,72297451.45,5602930.88,1123292.5,,199408553.47,121212242.78,25240216.59,7840.0
10485046.66,SZ300706,13731070.28,275723398.37,275723398.37,37339412.57,阿石创,2016-12-31,0,51040136.03,202753746.47,72969651.9,67742475.65,1260000.0,56425512.95,50426377.93,5602930.88,883862.04,,140926946.7,72969651.9,12157140.18,0.0
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
37463421.37,SZ300340,63893206,3640959439.7,3640959439.7,862919354.09,科恒股份,2018-06-30,13.4,1184955873.64,1453312916.44,2187646523.26,280051749.17,1.622E7,1939188113.22,344580008.1,29549117.71,38040774.42,3312328.76,2351206169.56,2187646523.26,38701431.32,11785.82
28522029.89,SZ300340,65620679.41,3748833632.89,3748833632.89,1006507534.82,科恒股份,2018-03-31,0,608602799.7,1483639165.59,2265194467.3,278749852.18,7790000.0,2108237016.09,335873450.99,29549117.71,34285887.11,1766575.34,2537081017.31,2265194467.3,30191791.55,11785.82
122757307.18,SZ300340,67963368.62,3445279692.94,3445279692.94,880320679.89,科恒股份,2017-12-31,0,2060599656.75,1422691545.22,2022588147.72,277906771.54,5.447E7,1864773008.44,307498327.31,29549117.71,34507374.9,237808.22,2297525356.63,2022588147.72,136254893.42,11785.82
135741134.44,SZ300340,70607320.33,3323438074.88,3323438074.88,940604121.14,科恒股份,2017-09-30,0,1319833683.47,1452358215.9,1871079858.98,183651894.82,3.658E7,1833629378.65,351496533.11,27312801.64,21674197.54,,2234140284.08,1871079858.98,150822992.16,11785.82
60977260.34,SZ300340,54214502.17,2747785173.61,2747785173.61,728998869.46,科恒股份,2017-06-30,0,746955816.15,1348588919.95,1399196253.66,183664694.19,1.806E7,1386816253.66,248106636.38,27312801.64,29481326.08,,1776760196.09,1399196253.66,63784184.37,11785.82
20730544.25,SZ300340,51703717.34,2402579142.01,2402579142.01,651088939.84,科恒股份,2017-03-31,0,325146245.69,1307796803.86,1094782338.15,186648675.29,6890000.0,1082402338.15,208009570.1,27312801.64,28504978.6,,1507439278.77,1094782338.15,23461079.99,11785.82
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
-21949094.96,SZ000839,163315605.63,17218544589.61,17218544589.61,1865481002.73,中信国安,2018-06-30,4.0,1910520659.32,7402888772.91,9815655816.7,396184912.65,1.32E8,6604463274.59,1336107597.69,483489934.77,49700045.12,,4702693418.05,9815655816.7,-76614.56,391982.64
43578236.71,SZ000839,165252935.02,17674620371.38,17674620371.38,1734763928.59,中信国安,2018-03-31,0,1026102452.05,7522251787.91,10152368583.47,386410818.72,4.544E7,7568386208.22,1380981706.7,483489934.77,50540382.83,7748300,5489726031.5,10152368583.47,60398464.26,391982.64
300707972.29,SZ000839,167708790.94,16801802460.66,16801802460.66,1785196232.42,中信国安,2017-12-31,0,4362389731.3,7453439707.3,9348362753.36,392212321.53,2.06E8,6902164171.23,1336484599.45,483489934.77,50540382.83,7605375.98,4936819048.84,9348362753.36,427194154.21,391982.64
295755043.82,SZ000839,106724281.72,16392153448.41,16392153448.41,1561012869.62,中信国安,2017-09-30,0,3206550990.81,7535384810.09,8856768638.32,273581045.39,1.95E8,6010440749.16,1361130842.98,447333113.54,41813773.73,,5376996224.2,8856768638.32,410911595.75,391982.64
288489089.77,SZ000839,106172857.43,16448654223.82,16448654223.82,1433329702.73,中信国安,2017-06-30,0,2301653802.04,7728511055.93,8720143167.89,278326302.51,1.19E8,6008527754.03,1550104569.79,447333113.54,40028066.88,,5972698969.02,8720143167.89,396350018.48,391982.64
59954692.46,SZ000839,131939749.01,15112362109.95,15112362109.95,1371607053.66,中信国安,2017-03-31,0,1122984606.93,6926281922.61,8186080187.34,467482463.09,5.937E7,5495889236.51,1363818786.75,447333113.54,44620432.92,60610.79,4571306042.19,8186080187.34,77482815.42,391982.64
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
88027222.47,SH600063,346659301.45,9156590567.69,9156590567.69,652110992.81,皖维高新,2018-06-30,2.7,2796860441.2,4591622361.61,4564968206.08,4842958321.71,1.0E8,3611988318.8,397486660.37,155803978.76,26041002.88,36026896.1,2957900257.83,4564968206.08,104161555.28,192589.47
21627413.58,SH600063,310895477.96,8697687497.61,8697687497.61,639197975.85,皖维高新,2018-03-31,0,1209288396.55,4700844688.34,3996842809.27,4657498447.87,3.929E7,3007857224.68,363982332.65,151796917.97,23021782.33,26602661.67,2323257838.06,3996842809.27,29005552.6,192589.47
85253472.11,SH600063,315557176.95,8861720372.48,8861720372.48,687967281.01,皖维高新,2017-12-31,0,4705712046.25,4824120901.81,4037599470.67,4738522377.63,1.68E8,3022316627.61,342354919.07,151796917.97,23540987.78,17765161.67,2276666622.72,4037599470.67,99237438.79,192589.47
110806411.27,SH600063,320166522.12,9113858958.58,9113858958.58,609859792.49,皖维高新,2017-09-30,0,3432357826.3,5091156960.38,4022701998.2,4632170049.34,1.1499999999999999E8,2748497758.99,378887617.8,140817158.41,24394611.33,9049123.32,2201824739.58,4022701998.2,129259296,192589.47
73250673.56,SH600063,323657668.32,9590255984.9,9590255984.9,650564697.47,皖维高新,2017-06-30,0,2149072725.88,4914738520.01,4675517464.89,5007009317.22,7.326E7,3427168630.42,341331880.08,140817158.41,22111157,45045147.2,2608313985.05,4675517464.89,88568202.82,192589.47
27189208.79,SH600063,319509100.08,9018309591.35,9018309591.35,583363587.97,皖维高新,2017-03-31,0,944415782.58,3702953598.65,5315355992.7,3285917322.95,3.108E7,4270916448.39,295270415.31,140817158.41,22692095.51,31443306.31,1941838673.06,5315355992.7,37397892.64,192589.47
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
1560287630.61,SZ002466,2868834077.19,18715460341.37,18715460341.37,456181142.97,天齐锂业,2018-06-30,35.0,3289487649.68,11310107913.58,7405352427.79,1382300592.95,1.822E7,2041596351.49,4697180570.12,105150000.75,179602623.84,30899376.03,5595254461.64,7405352427.79,2096064195.82,114205.29
794541680.36,SZ002466,2864511108.47,17976030770.12,17976030770.12,463124537.49,天齐锂业,2018-03-31,0,1669013570.84,10692400685.54,7283630084.58,1402025980.73,8270000.0,2340482024.41,4276417304.89,105150000.75,167420950.63,53401104.15,8055463772.62,7283630084.58,1061479592.64,114205.29
2611629261.58,SZ002466,3013912595.19,17839857166.57,17839857166.57,477082210.26,天齐锂业,2017-12-31,0,5470039874.49,10634974608.67,7204882557.9,1466580484.23,3.827E7,2529737343.39,3616200619.67,105150000.75,200230527.74,25779626.88,7865142178.03,7204882557.9,3451597276.94,99435.67
1867312931.91,SZ002466,3056304272.08,14323254008.79,14323254008.79,454270217.59,天齐锂业,2017-09-30,0,3960072812.35,8332845461.72,5990408547.07,1505414720.24,2.737E7,3395811859.63,3034957526.4,59775601.98,203123474.37,55158318.19,5262282145.34,5990408547.07,2475869408.51,99442.22
1143975221.41,SZ002466,2978147760.86,12397770597.7,12397770597.7,464795261.58,天齐锂业,2017-06-30,0,2414554755.64,6987637490.37,5410133107.33,1472667123.95,1.69E7,3283312524.59,2440526850.04,59775601.98,218172760.85,44304720.51,4673868054.3,5410133107.33,1525661821.03,99442.22
501544323.23,SZ002466,2990009998.12,11955073221.26,11955073221.26,500830290.58,天齐锂业,2017-03-31,0,1063631802.16,6613094082.44,5341979138.82,1487476506.73,6880000.0,2957338958.59,2101310884,59775601.98,207636628.25,21976023.54,4160910315.69,5341979138.82,677080575,99442.22
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
49531804.03,SH600110,233749759.09,7054825259.13,7054825259.13,435741939.01,诺德股份,2018-06-30,4.54,1117942885.58,2382632580.56,4672192678.57,1822609191.4,2.041E7,3617086125.11,148848142.86,72287004.18,19900260.57,4698016.09,3665712230.78,4672192678.57,63487560.72,115031.21
32163716.09,SH600110,238777514.71,6671663611.86,6671663611.86,340109056.6,诺德股份,2018-03-31,0,523888213.04,2393540375.45,4278123236.41,1842344643.78,1.123E7,3339693021.53,184377032.51,72287004.18,17801400.11,6021128.31,3322673389.36,4278123236.41,39078050.08,115031.21
215673500.62,SH600110,244070411.07,6217121723.82,6217121723.82,497833031.5,诺德股份,2017-12-31,0,2537745848.41,2360611680.79,3856510043.03,1857514030.62,5.014E7,3013503670.63,160571183.2,72287004.18,13398024.23,7874250.95,2820231187.22,3856510043.03,287676997.27,115031.21
185020864.83,SH600110,243958014.41,6114176392.83,6114176392.83,329146378.73,诺德股份,2017-09-30,0,2383683684.67,2331031514.6,3783144878.23,1904801099.12,4.005E7,2747006320.29,134089329.14,72287004.18,19733565.73,4021264.29,2907041504.26,3783144878.23,235825150.54,115031.21
131129825.19,SH600110,249199452.89,6310224827.7,6310224827.7,268052608.05,诺德股份,2017-06-30,0,1236161092.91,2281297141.63,4028927686.07,1921782069.49,2.672E7,3052183016.07,85549521.37,72287004.18,17687941.42,1683683.12,3061991070.33,4028927686.07,171857555.43,115031.21
40012006.93,SH600110,254574740.38,5772710977.55,5772710977.55,285702722.69,诺德股份,2017-03-31,0,616780364.99,2193909051.46,3578801926.09,1803893261.55,1.459E7,2825059209.6,5924058.62,72287004.18,23459299.88,2044491.29,2504852695.68,3578801926.09,60295294.79,115031.21
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
